date,type,registration,operator,fatalities,location,country,cat,year
26-APR-1972,Lockheed C-130E Hercules,64-0508,USAF,6,near An Loc,Vietnam,C1,1972
30-APR-1972,Antonov An-10,CCCP-11159,"Aeroflot, Ukraine",0,Moskva-Vnukovo A...,Russia,A1,1972
02-MAY-1972,Fairchild AC-119K Stinger,53-7826,USAF,3,near An Loc,Vietnam,C1,1972
03-MAY-1972,Lockheed C-130E Hercules,62-1797,USAF,6,near An Loc,Vietnam,C1,1972
03-MAY-1972,DC-9-32,TC-JAB,THY,0,Sofia,Bulgaria,H2,1972
03-MAY-1972,Douglas C-124C Globemaster II,52-1055,Air National Guard,11,near Paramaribo-Zande...,Suriname,A1,1972
04-MAY-1972,Yakovlev Yak-40,CCCP-87778,"Aeroflot, East Siberia",18,near Bratsk Airport (...,Russia,A1,1972
05-MAY-1972,Douglas DC-8-43,I-DIWB,Alitalia,115,near Palermo,Italy,A1,1972
05-MAY-1972,Boeing 737-200,,Western Air Lines,0,Havana-JosÃ© Mar...,Cuba,H2,1972
05-MAY-1972,Boeing 727,,Eastern Air Lines,0,,Honduras,H2,1972
05-MAY-1972,U-1A Otter (DHC-3),0-81707,Khmer Air Force,0,Phnom Penh-Poche...,Cambodia,C1,1972
05-MAY-1972,Antonov An-2R,CCCP-25604,"Aeroflot, Ukraine",2,Poltava Region,Ukraine,A1,1972
06-MAY-1972,Fairchild C-119 Flying Boxcar,,Indian AF,4,,India,A1,1972
07-MAY-1972,Handley Page HPR-7 Herald 101,HK-721,La Urraca,0,near Valledupar Airpo...,Colombia,A1,1972
08-MAY-1972,Boeing 707-329,OO-SJG,Sabena,3,Tel Aviv-Lod Int...,Israel,H2,1972
08-MAY-1972,Douglas VC-47J (DC-3),YV-C-GAI,Aerotechnia,6,near Ciudad BolÃ­var,Venezuela,A1,1972
08-MAY-1972,Antonov An-2R,CCCP-45292,"Aeroflot, Tajikistan",2,"Argyz district, ...",Russia,A1,1972
10-MAY-1972,Fokker F-27 Friendship 400M,ST-ADX,Sudan Airways,0,El Obeid Airport...,Sudan,A1,1972
12-MAY-1972,Lockheed 18 Learstar,N211L,Carolina Aircraft,8,"Okeechobee, FL",USA,A1,1972
12-MAY-1972,HAL-748,VT-EAT,Indian Airlines,0,Cochin Airport (...,India,A2,1972
12-MAY-1972,Antonov An-2TP,CCCP-50506,"Aeroflot, East Siberia",0,near Kirensk,Russia,A1,1972
13-MAY-1972,U-1A Otter (DHC-3),0-92227,Khmer Air Force,,within Cambodia,Cambodia,U1,1972
13-MAY-1972,U-1A Otter (DHC-3),0-81718,Khmer Air Force,,unknown,Cambodia,U1,1972
16-MAY-1972,Antonov An-24T,05,Soviet Navy,8+ 25,Svetlogorsk,Russia,A1,1972
17-MAY-1972,Lockheed C-130E Hercules,63-7798,USAF,4,near Kontum Airport (...,Vietnam,C1,1972
18-MAY-1972,Antonov An-10A,CCCP-11215,"Aeroflot, Ukraine",122,near Kharkov Airport ...,Ukraine,A1,1972
18-MAY-1972,DC-9-31,N8961E,Eastern Air Lines,0,Fort Lauderdale ...,USA,A1,1972
21-MAY-1972,Fokker F-27 Friendship 200,CR-LLD,DTA,22,near Lobito Airport,Angola,A1,1972
23-MAY-1972,Lockheed C-130E Hercules,62-1854,USAF,0,Kontum Airport (...,Vietnam,O1,1972
23-MAY-1972,Lockheed L-188A Electra,,Ecuatoriana,1,Quito-Mariscal S...,Ecuador,H2,1972
24-MAY-1972,Boeing 727-44,ZS-SBE,South African Airways,0,Blantyre-Chileka...,Malawi,H2,1972
25-MAY-1972,Boeing 727-116,CC-CAG,LAN Chile,0,near Montego Bay,Jamaica,C2,1972
26-MAY-1972,Antonov An-12AP,,Soviet AF,5,PanevÃ©zys,Lithuania,A1,1972
26-MAY-1972,Lockheed P-3A Orion,152155,US Navy,8,near California,USA,A1,1972
26-MAY-1972,Higgins Boat Co. C-46A-1-HI,CP-749,SAB,0,La Paz-El Alto A...,Bolivia,A2,1972
27-MAY-1972,DHC-6 Twin Otter 100,D-IDHC,General Air,8,Helgoland Airpor...,Germany,A1,1972
28-MAY-1972,Boeing 707,,Olympic Airways,0,Athens,Greece,H2,1972
29-MAY-1972,Lockheed L-149 Constellation,PP-PDG,Amazonese,9,"near Cruzeiro do Sul, AC",Brazil,A1,1972
30-MAY-1972,Douglas DC-9-14,N3305L,Delta Air Lines,4,Fort Worth-Great...,USA,A1,1972
30-MAY-1972,Lockheed L-188A Electra,PP-VJL,Varig,1,SÃ£o Paulo-Congo...,Brazil,H2,1972
02-JUN-1972,Boeing 727,,Western Air Lines,0,Algiers,Algeria,H2,1972
02-JUN-1972,Boeing 727,,United Airlines,0,"Reno, NV",USA,H2,1972
03-JUN-1972,Lockheed P-3A Orion,152182,US Navy,14,near Jebel Musa,Morocco,A1,1972
05-JUN-1972,Lockheed C-130D Hercules,57-0495,USAF,1,DYE 3 Airstrip,Greenland,A1,1972
05-JUN-1972,Lockheed C-130E Hercules,62-1805,USAF,6,near Magong AFB (MZG),Taiwan,A1,1972
05-JUN-1972,Curtiss C-46A,EM-2,Air America,32,near Pleiku,Vietnam,A1,1972
08-JUN-1972,Let L-410A,OK-ADN,Slov-Air,1,Weiden,Germany,H2,1972
12-JUN-1972,DC-10-10,N103AA,American Airlines,0,"near Windsor, ON",Canada,A2,1972
13-JUN-1972,Curtiss C-46D,CC-CDU,ALFA,3,near Santiago-Pudahue...,Chile,A1,1972
13-JUN-1972,Douglas C-47 (DC-3),6012,Mexican AF,4,near Compostela,Mexico,A1,1972
14-JUN-1972,Douglas DC-8-53,JA8012,JAL,82+ 4,near Delhi-Palam Airp...,India,A1,1972
15-JUN-1972,BN-2A-3 Islander,CR-AMX,Transportes AÃ©reos de Tete,0,BauÃ©,Mozambique,A1,1972
15-JUN-1972,Convair CV-880,VR-HFZ,Cathay Pacific,81,near Pleiku,Vietnam,C1,1972
15-JUN-1972,Antonov An-2R,CCCP-02692,"Aeroflot, Northern",2,near Rechka,Russia,A1,1972
16-JUN-1972,Ilyushin Il-62,SU-ARN,EgyptAir,0,Cairo-Almaza Air...,Egypt,A1,1972
18-JUN-1972,Hawker Siddeley HS-121 Trident 1C,G-ARPI,BEA,118,near Staines,U.K.,A1,1972
18-JUN-1972,Lockheed AC-130A Spectre,55-0043,USAF,12,near A Shau Valley,Vietnam,C1,1972
23-JUN-1972,Boeing 727,,American Airlines,0,Saint Louis-Lamb...,USA,H2,1972
24-JUN-1972,DH-114 Prinair Heron 2B,N554PR,Prinair,5,Ponce-Mercedita ...,Puerto Rico,A1,1972
26-JUN-1972,DH-114 Sea Heron C.1,XR444,Royal Navy,0,Irish Sea,U.K.,A1,1972
28-JUN-1972,Antonov An-2R,CCCP-02582,"Aeroflot, East Siberia",4,near Shiringa,Russia,A1,1972
28-JUN-1972,Antonov An-2R,CCCP-35313,"Aeroflot, Ukraine",0,near Kzyl-Orda,Kazakhstan,A1,1972
29-JUN-1972,DHC-6 Twin Otter 100,N4043B,Air Wisconsin,8,"near Appleton, WI",USA,A1,1972
29-JUN-1972,Convair CV-580,N90858,North Central Airlines,5,"near Appleton, WI",USA,A1,1972
29-JUN-1972,MBB HFB-320 Hansa Jet,D-CASY,Inter City Flug,7,Blackpool Airpor...,U.K.,A1,1972
29-JUN-1972,Antonov An-2R,CCCP-46652,"Aeroflot, Kazakstan",1,Astrakhanka dist...,Kazakhstan,A1,1972
30-JUN-1972,DC-9,,Hughes Airwest,0,,Unknown country,H2,1972
30-JUN-1972,Boeing C-135F,38743,French AF,6,near Hao Island Airpo...,French Polynesia,A1,1972
??-JUN-1972,Douglas C-47B (DC-3),2010,Brazilian AF,0,"Porto Alegre, RS",Brazil,U1,1972
01-JUL-1972,Lockheed P-2H Neptune,145904,US Navy,,South Weymouth N...,USA,A1,1972
02-JUL-1972,Douglas C-47B (DC-3),F-WSGU,Rousseau Aviation,,Kulusuk Airport ...,Greenland,A1,1972
02-JUL-1972,Boeing 747-100,,Pan Am,1,Saigon-Tan Son N...,Vietnam,H2,1972
05-JUL-1972,Boeing 737-200,,PSA,3,San Francisco In...,USA,H2,1972
05-JUL-1972,Boeing 707,,American Airlines,0,Buffalo-Greater ...,USA,H2,1972
06-JUL-1972,Douglas DC-8-52,EC-ARA,Aviaco,10,"near Arinaga, Las Pal...",Spain,A1,1972
06-JUL-1972,Boeing 727,,PSA,0,Oakland Internat...,USA,H2,1972
07-JUL-1972,Douglas DC-3,XW-PHW,Cambodia Air Commercial,0,Kompong Som Airp...,Cambodia,A1,1972
07-JUL-1972,Lockheed 18 Learstar,CF-BAL,Lost River Mining Corp.,0,"Wales Airport, A...",USA,A1,1972
08-JUL-1972,Tupolev Tu-134,CCCP-65604,"Aeroflot, Northern",0,Murmansk Airport...,Russia,A1,1972
09-JUL-1972,HAL-748,VT-DXJ,Indian Airlines,0,Belgaum-Sambre A...,India,A2,1972
10-JUL-1972,Douglas C-47B (DC-3),HZ-AAK,Saudi Arabian,0,Tabuk Airport (TUU),Saudi Arabia,A1,1972
10-JUL-1972,Boeing 737,,Lufthansa,0,MÃ¼nchen-Riem Ai...,Germany,H2,1972
11-JUL-1972,DHC-6 Twin Otter 100,67-056,Norwegian AF,17,near Harstad,Norway,A1,1972
11-JUL-1972,Antonov An-2,CCCP-98280,"Aeroflot, Far East",2,Okha,Russia,A1,1972
11-JUL-1972,BN-2A-6 Islander,EP-PAE,Pars Air,0,Bandar-e-Ganaveh,Iran,A1,1972
12-JUL-1972,Boeing 727,,American Airlines,0,Oklahoma City-Wi...,USA,H2,1972
12-JUL-1972,unknown,,UTA,0,Abidjan-Felix Ho...,Unknown country,H2,1972
12-JUL-1972,Boeing 727,,National Airlines,0,"Lake Jackson, TX",USA,H2,1972
12-JUL-1972,Boeing B-17G,N73648,Black Hills Aviation,2,"Socorro, NM",USA,A1,1972
15-JUL-1972,BN-2A Islander,TR-LOC,Air Gabon,1,near Nkan,Gabon,A1,1972
16-JUL-1972,DHC-3 Otter,CF-XUX,BC Yukon Air Service,2,"near Nahanni Butte, NWT",Canada,A1,1972
17-JUL-1972,Tupolev Tu-134A,CCCP-65607,GosNII GA,0,near Moskva-Sheremety...,Russia,A1,1972
17-JUL-1972,Douglas C-47A (DC-3),VH-MAE,Ansett Airlines of PNG,0,Wapenamanda Airp...,P.N. Guinea,A1,1972
17-JUL-1972,Lockheed P-2H Neptune,148354,US Navy,,near Roosevelt Roads-...,Puerto Rico,A1,1972
18-JUL-1972,Vickers 785D Viscount,HK-1058,AerolÃ­neas TAO,1,near San AndrÃ©s,Colombia,C2,1972
18-JUL-1972,Fairchild AC-119G Flying Boxcar,3164,Republic of China AF,,unknown,Unknown country,U1,1972
19-JUL-1972,BAC One-Eleven 501EX,G-AWYS,British Caledonian Airways,1,Kerkyra Airport ...,Greece,A2,1972
19-JUL-1972,Antonov An-2R,CCCP-15283,"Aeroflot, North Kavkaz",1,near Yenotayevka,Russia,A1,1972
20-JUL-1972,Canadair CC-106 Yukon (CL-44),LV-JYR,AER,6,near Santiago,Chile,A1,1972
21-JUL-1972,Douglas C-53 (DC-3),N39393,Acme Leasing,0,Pivijay,Colombia,A1,1972
25-JUL-1972,DHC-6 Twin Otter 300,N5662,Air America,3,near Tha Tam Bleung,Laos,A1,1972
25-JUL-1972,Curtiss CW-20 (C-46),CP-752,TABSA,0,San Pedro Richar...,Bolivia,A1,1972
26-JUL-1972,Lockheed P2V-7 Neptune,4650,Japanese Navy,8,Kanoya,Japan,A1,1972
27-JUL-1972,Consolidated P4Y-2 Privateer,N6816D,Hawkins & Powers,0,Wenatchee-Pangbo...,USA,A1,1972
28-JUL-1972,Antonov An-2T,CCCP-32649,"Aeroflot, Yakutsk",0,near Ust-Kuyga,Russia,A1,1972
29-JUL-1972,Douglas DC-3A,HK-1341,Avianca,17,near Las Palomas,Colombia,A1,1972
29-JUL-1972,Douglas DC-3A,HK-107,Avianca,21,near Las Palomas,Colombia,A1,1972
31-JUL-1972,DC-8,,Delta Air Lines,0,Algiers,Algeria,H2,1972
31-JUL-1972,Douglas C-47A (DC-3),VT-ATZ,Jamair,0,Ambari Falakata ...,India,A2,1972
03-AUG-1972,Howard Super Ventura,N446DD,Beta Leasing,0,Austin-Robert Mu...,USA,A1,1972
04-AUG-1972,Douglas DC-3-454,N31538,Mercer Airlines,0,"Point Mugu, CA",USA,A1,1972
04-AUG-1972,Douglas C-47B (DC-3),6850,South African AF,0,near Swartkop AFB,South Africa,A1,1972
04-AUG-1972,Ilyushin Il-14M,CCCP-91537,"Aeroflot, Yakutsk",0,near Aldan Airport (ADH),Russia,A1,1972
08-AUG-1972,Lockheed 18 Lodestar,N666P,Am. Phil. Indo. Malaysian Ent.,0,Cebu Airport (CEB),Philippines,A1,1972
12-AUG-1972,Fokker F-27 Friendship 100,VT-DME,Indian Airlines,18,near Delhi-Palam Airp...,India,A1,1972
12-AUG-1972,Lockheed C-130E Hercules,62-1853,USAF,30,near Soc Trang (SOA),Vietnam,C1,1972
13-AUG-1972,Antonov An-2T,CCCP-01147,"Aeroflot, Far East",0,near Yuzhno-Sakhalinsk,Russia,A1,1972
13-AUG-1972,Boeing 707-321,YU-AGA,JAT,0,New York-John F....,USA,A2,1972
14-AUG-1972,Ilyushin Il-62,DM-SEA,Interflug,156,KÃ¶nigs Wusterha...,Germany,A1,1972
15-AUG-1972,BAC One-Eleven 521FH,LV-JNS,Austral Lineas AÃ©reas,0,Santiago,Chile,H2,1972
15-AUG-1972,Consolidated 28-5AC Catalina,N19Q,private,0,near Monte Carlo,Monaco,A1,1972
16-AUG-1972,Boeing 707-358C,4X-ATT,El Al,0,near Roma,Italy,C2,1972
16-AUG-1972,Douglas C-47B (DC-3),XY-ACM,Union of Burma Airways,28,near Thandwe Airport ...,Myanmar,A1,1972
16-AUG-1972,Boeing 727-2B6,CN-CCG,RAM,0,near Rabat,Morocco,C2,1972
18-AUG-1972,Boeing 727,,United Airlines,0,Seattle/Tacoma I...,USA,H2,1972
18-AUG-1972,Fairchild F-27,TC-KOC,THY,0,Istanbul-YesilkÃ...,Turkey,A1,1972
20-AUG-1972,Douglas DC-3A-269,PK-ZDD,Zamrud Airlines,,Sumbawa Besar,Indonesia,A1,1972
21-AUG-1972,Ford 4-AT-B Tri-Motor,N7684,Island Airlines,0,"Port Clinton, OH",USA,A2,1972
22-AUG-1972,Douglas DC-6,,Alyemda,0,Benghazi-Benina ...,Libya,H2,1972
24-AUG-1972,Vickers 761D Viscount,XY-ADF,Union of Burma Airways,0,Sittwe-Civil Air...,Myanmar,A1,1972
25-AUG-1972,Vickers 785D Viscount,HK-1058,AerolÃ­neas TAO,0,CamagÃ¼ey Airpor...,Cuba,H2,1972
26-AUG-1972,Ilyushin Il-18B,CCCP-75663,"Aeroflot, Northern",0,Arkhangelsk Airp...,Russia,A1,1972
26-AUG-1972,Fairchild C-123K Provider,ST-2,Air America,8,near Pleiku Airport (...,Vietnam,A1,1972
27-AUG-1972,Douglas C-47 (DC-3),YV-C-AKE,LAV,34,near Canaima Airport ...,Venezuela,A1,1972
27-AUG-1972,Fairchild C-123K Provider,555,Air America,9,near Vang Vieng,Laos,A1,1972
28-AUG-1972,DHC-4A Caribou,A4-233,RAAF,25,Kudjero Gap,P.N. Guinea,A1,1972
28-AUG-1972,Learjet 23,HB-VAM,Vodavia,2,near Innsbruck-Kraneb...,Austria,A1,1972
29-AUG-1972,Curtiss C-46A,AN-AMR,LANICA,0,Managua Airport ...,Nicaragua,A1,1972
30-AUG-1972,Antonov An-2R,CCCP-32520,"Aeroflot, Moscow SPiMVL",2,near Perevitsy,Russia,A1,1972
30-AUG-1972,Antonov An-2R,CCCP-49369,"Aeroflot, Yakutsk",0,near Suntar,Russia,A1,1972
31-AUG-1972,Ilyushin Il-18V,CCCP-74298,"Aeroflot, Kazakstan",102,near Magnitogorsk Air...,Russia,A1,1972
01-SEP-1972,Shorts SC.7 Skyvan 3-300,VH-PNI,Ansett Airlines of PNG,4,Mount Giluwe,P.N. Guinea,A1,1972
06-SEP-1972,U-1A Otter (DHC-3),0-53300,Khmer Air Force,4,near Phnom Penh,Cambodia,A1,1972
07-SEP-1972,Curtiss C-46A,CP-959,SAVCO,1,Trinidad Airport...,Bolivia,A1,1972
08-SEP-1972,Douglas C-124C Globemaster II,51-132,USAF,0,Cape Newenham Ai...,USA,A1,1972
10-SEP-1972,Douglas C-47 (DC-3),ET-ABQ,Ethiopian Airlines,11,near Gondar,Ethiopia,A1,1972
10-SEP-1972,Antonov An-2M,CCCP-02369,"Aeroflot, Ukraine",2,Velikaya Vulyga,Ukraine,A1,1972
11-SEP-1972,Lockheed 18 Learstar,N1040E,Unknown,1,Clarendon,Jamaica,A1,1972
12-SEP-1972,Lockheed Hercules C.1 (C-130K),XV194,RAF,0,TromsÃ¸/Langnes ...,Norway,A1,1972
13-SEP-1972,Douglas C-47A (DC-3),9N-RF10,Nepalese AF,31,Panchkhal,Nepal,A1,1972
13-SEP-1972,Boeing 707-331C,N15712,TWA,0,San Francisco In...,USA,A1,1972
13-SEP-1972,Antonov An-2R,CCCP-33233,"Aeroflot, Kazakstan",0,Semipalatinsk re...,Kazakhstan,A1,1972
15-SEP-1972,DC-9-21,LN-RLO,SAS,0,Madrid,Spain,H2,1972
16-SEP-1972,Fairchild F-27,PI-C892,Air Manila Int.,0,near Roxas,Philippines,O2,1972
17-SEP-1972,Douglas C-47A (DC-3),CP-565,Aerolineas Abaroa,0,La Paz,Bolivia,A1,1972
19-SEP-1972,Fokker F-28 Fellowship 1000,PH-FPT,Nigeria Airways,0,Port Harcourt Ai...,Nigeria,A1,1972
22-SEP-1972,Volpar Turboliner II,ZS-PRA,United Air,3+ 2,near Johannesburg Air...,South Africa,A1,1972
24-SEP-1972,Douglas C-54D (DC-4),XV-NUH,Air Vietnam,10,near Ben Cat,Vietnam,A1,1972
24-SEP-1972,Douglas DC-8-53,JA8013,JAL,0,Bombay-Juhu Airport,India,A1,1972
24-SEP-1972,Consolidated PBY-5A Catalina,CF-AAD,Austin Airways,0,Great Whale Rive...,Canada,A1,1972
25-SEP-1972,Douglas C-47A (DC-3),TAM-24,TAM,0,Caranavi,Bolivia,A1,1972
26-SEP-1972,Fokker F-27 Friendship 600,PK-GFP,Garuda,3,near Jakarta-Kemayora...,Indonesia,A1,1972
30-SEP-1972,Douglas C-47B (DC-3),EC-AQE,Spantax,1,Madrid-Barajas A...,Spain,A1,1972
01-OCT-1972,Ilyushin Il-18V,CCCP-75507,"Aeroflot, Moscow",109,near Adler/Sochi Airp...,Russia,A1,1972
02-OCT-1972,Douglas C-47A (DC-3),XW-TDA,Cambodia Air Commercial,9,Kampot Airport (...,Cambodia,C1,1972
06-OCT-1972,Fokker F-27 Friendship,,ATI,1,Trieste-Ronchi d...,Italy,H2,1972
06-OCT-1972,Antonov An-2P,CCCP-70738,"Aeroflot, Yakutsk",0,Cherski,Russia,A1,1972
11-OCT-1972,Boeing 727,,Lufthansa,0,Frankfurt,Germany,H2,1972
13-OCT-1972,Fairchild FH-227D,T-571,Uruguayan AF,29,near El Tiburcio,Argentina,A1,1972
13-OCT-1972,Ilyushin Il-62,CCCP-86671,"Aeroflot, International",174,near Moskva-Sheremety...,Russia,A1,1972
15-OCT-1972,Howard 350,N361MC,Mar Pon,0,Philadelphia Int...,USA,A1,1972
18-OCT-1972,NAMC YS-11A-202,PP-CTG,Cruzeiro do Sul,0,SÃ£o Paulo-Congo...,Brazil,A1,1972
21-OCT-1972,NAMC YS-11A-500,SX-BBQ,Olympic Airways,37,near Athens-Ellinikon...,Greece,A1,1972
22-OCT-1972,Boeing 707-321,TC-JAM,THY,0,Sofia-Vrazhdebna...,Bulgaria,H2,1972
22-OCT-1972,Yakovlev Yak-40,CCCP-87819,"Aeroflot, Krasnoyarsk",0,Krasnoyarsk Seve...,Russia,A1,1972
23-OCT-1972,Antonov An-12BP,,Soviet AF,20,Tula Airport (TYA),Russia,A1,1972
23-OCT-1972,Antonov An-12BP,,Soviet AF,7,Tula Airport (TYA),Russia,A1,1972
23-OCT-1972,BN-2A-6 Islander,F-OCRH,Air Melanesie,1,near Lenakel Airfield...,Vanuatu,A1,1972
27-OCT-1972,Vickers 724 Viscount,F-BMCH,Air Inter,60,near NoirÃ©table,France,A1,1972
27-OCT-1972,Fairchild C-119G Flying Boxcar,52-5936,USAF,5,"Col du DevÃ¨s, R...",France,A1,1972
29-OCT-1972,Boeing 727-30,D-ABIG,Lufthansa,0,Tripoli,Libya,H2,1972
29-OCT-1972,Boeing 727,,Eastern Air Lines,0+ 1,Havana-JosÃ© Mar...,Cuba,H2,1972
30-OCT-1972,Fokker F-27 Friendship 200,I-ATIR,ATI,27,near Poggiorsini,Italy,A1,1972
30-OCT-1972,Tupolev Tu-134,DM-SCA,Interflug,0,Berlin-SchÃ¶nefe...,Germany,A1,1972
30-OCT-1972,Douglas DC-3C,VH-PNA,Ansett Airlines of PNG,0,Madang Airport (...,P.N. Guinea,A1,1972
31-OCT-1972,Dassault Falcon 10,F-WFAL,Dassault,2,Romorantin,France,A1,1972
01-NOV-1972,Douglas DC-3,4W-ABJ,Yemen Airlines,,Beihan Airport (...,Yemen,A1,1972
04-NOV-1972,Antonov An-24B,CCCP-46202,"Aeroflot, Privolzhsk",0,near Kursk-Vostochny ...,Russia,A1,1972
04-NOV-1972,Ilyushin Il-14P,LZ-ILA,Balkan Bulgarian,35,near Cruncha,Bulgaria,A1,1972
06-NOV-1972,Boeing 727,,JAL,0,Tokyo-Haneda Air...,Japan,H2,1972
06-NOV-1972,Fairchild C-123K Provider,648,Air America,0,near Paksong,Laos,C1,1972
08-NOV-1972,Boeing 727-200,,Mexicana,0,Havana,Cuba,H2,1972
10-NOV-1972,DC-9,,Southern Airways,0,Havana,Cuba,H2,1972
13-NOV-1972,Antonov An-2TP,CCCP-09676,"Aeroflot, Krasnoyarsk",2,near Yeniseisk,Russia,A1,1972
14-NOV-1972,Antonov An-2TP,CCCP-91726,"Aeroflot, Yakutsk",0,near Lensk,Russia,A1,1972
15-NOV-1972,Fokker F-27 Friendship 200,VH-FNI,Ansett,1,Alice Springs Ai...,Australia,H2,1972
15-NOV-1972,BN-2A-9 Islander,F-BTGH,Rousseau Aviation,0,Dinard-Pleurtuit...,France,A1,1972
17-NOV-1972,DHC-6 Twin Otter 100,938,Chilean AF,3,Segundo Corral A...,Chile,A1,1972
17-NOV-1972,Douglas C-47A (DC-3),CF-FOL,S & H Aviation Sales,3,"near St. Johns, NL, C...",Atlantic Ocean,A1,1972
20-NOV-1972,SE-210 Caravelle III,YU-AJG,JAT,0,Beograd Airport ...,Serbia,A1,1972
21-NOV-1972,Antonov An-12TB,CCCP-11360,"Aeroflot, Moscow",0,Vorkuta Airport ...,Russia,A1,1972
21-NOV-1972,Douglas EC-47Q (DC-3),43-49771,USAF,2,near Nakhon Phanom Ai...,Thailand,A1,1972
23-NOV-1972,C-7A Caribou (DHC-4),401,"USAF, op.for Air America",4,near Saravane,Laos,C1,1972
24-NOV-1972,DC-8-60,,Air Canada,1,Frankfurt,Germany,H2,1972
28-NOV-1972,Hawker Siddeley HS-748,PI-C1027,Philippine Air Lines,0,Bislig Airport (...,Philippines,A1,1972
28-NOV-1972,DC-8-62,JA8040,JAL,61,Moskva-Sheremety...,Russia,A1,1972
01-DEC-1972,Douglas C-47A (DC-3),CF-TQW,Reindeer Air Service,2,"near Norman Wells, NT",Canada,A1,1972
01-DEC-1972,C-7A Caribou (DHC-4),,Vietnam Air Force - VNAF,7,near Tuy Hoa Airport ...,Vietnam,A1,1972
03-DEC-1972,Convair CV-990,EC-BZR,Spantax,155,Tenerife-Los Rod...,Spain,A1,1972
03-DEC-1972,Antonov An-2TP,CCCP-41306,"Aeroflot, East Siberia",0,"Yerbogachon, Irk...",Russia,A1,1972
03-DEC-1972,Howard Super Ventura,N5033F,Karan Corp.,5,Tucumcari Airpor...,USA,A1,1972
05-DEC-1972,Boeing 707-366C,SU-AOW,EgyptAir,6,Beni Suef,Egypt,A1,1972
05-DEC-1972,Lockheed C-130E-I Hercules,64-0558,USAF,12,"near Conway, SC",USA,A1,1972
05-DEC-1972,Curtiss C-46A,YV-C-TGE,Latin Carga,0,Galapa,Colombia,A1,1972
06-DEC-1972,Douglas C-47B (DC-3),CF-AUQ,Superior Airways,0,"near Lac Randall, QC",Canada,A1,1972
08-DEC-1972,Boeing 720-060B,,Ethiopian Airlines,6,Addis Ababa-Hail...,Ethiopia,H2,1972
08-DEC-1972,Boeing 737-222,N9031U,United Airlines,43+ 2,near Chicago-Midway A...,USA,A1,1972
08-DEC-1972,Fokker F-27 Friendship 600,AP-AUS,PIA,26,near Jalkot,Pakistan,A1,1972
09-DEC-1972,Lockheed C-130E Hercules,64-0505,USAF,5,Guam-Agana NAS (...,Guam,A1,1972
12-DEC-1972,DH-125-3A,N521M,Marathon Oil,0,"Findlay, OH",USA,A1,1972
12-DEC-1972,Boeing 707-331C,N788TW,TWA,0,New York-John F....,USA,A2,1972
14-DEC-1972,BAC One-Eleven,,Quebecair,0,Montreal,Canada,H2,1972
15-DEC-1972,Learjet 23,N20M,Zantop,2+ 1,Detroit-Metropol...,USA,A1,1972
15-DEC-1972,Boeing 747-151,N602US,Northwest Airlines,0,Miami Internatio...,USA,A2,1972
15-DEC-1972,Curtiss C-46A,CC-CLA,LASA,0,Arica-Chacalluta...,Chile,A1,1972
19-DEC-1972,Shorts SC.7 Skyvan 3M-400,T-703,Indonesian AF,,,Unknown country,U1,1972
20-DEC-1972,Convair CV-880,N8807E,Delta Air Lines,0,Chicago-O'Hare I...,USA,A1,1972
20-DEC-1972,DC-9-31,N954N,North Central Airlines,10,Chicago-O'Hare I...,USA,A1,1972
20-DEC-1972,Curtiss C-46F,CF-IHV,Nordair,,"Lac Randall, QC",Canada,U1,1972
21-DEC-1972,DHC-6 Twin Otter 300,F-OGFE,Air Guadeloupe,13,near Sint Maarten,Sint Maarten,A1,1972
21-DEC-1972,Lockheed AC-130A Spectre,56-0490,USAF,14,near Pakse,Laos,C1,1972
23-DEC-1972,Fokker F-28 Fellowship 1000,LN-SUY,Braathens,40,near Oslo-Fornebu Air...,Norway,A1,1972
24-DEC-1972,Douglas C-47 (DC-3),,Philippine AF,,Tonquil Island,Philippines,C1,1972
27-DEC-1972,Lockheed L-1329 JetStar I,N400M,Fluor Corp,3,"Saranac Lake, NY",USA,A1,1972
28-DEC-1972,Fokker F-28 Fellowship 1000,EC-BVC,Iberia,0,Bilbao Airport (...,Spain,A1,1972
29-DEC-1972,Lockheed L-1011-385-1 TriStar 1,N310EA,Eastern Air Lines,101,"Everglades, FL",USA,A1,1972
31-DEC-1972,Douglas DC-7CF,N500AE,American Express Leasing,5,near San Juan-Isla Ve...,Puerto Rico,A1,1972
??-???-1972,Scottish Aviation Twin Pioneer 3,PK-GTA,Merpati Nusantara,,,Unknown country,U1,1972
??-???-1972,Antonov An-12,,Soviet AF,,,Egypt,A1,1972
??-???-1972,Grumman HU-16B Albatross,0533,Argentine Navy,0,,Unknown country,A1,1972
??-???-1972,Douglas DC-3A,9T-PKR,Congolese AF,,near Watsa,D.R. Congo,A1,1972
02-JAN-1973,Boeing 707-321C,CF-PWZ,Pacific Western,5,near Edmonton Interna...,Canada,A1,1973
02-JAN-1973,NAMC YS-11,,Piedmont Airlines,0,Baltimore/Washin...,USA,H2,1973
04-JAN-1973,Convair CV-640,,Pacific Western,0,Vancouver Intern...,Canada,H2,1973
14-JAN-1973,Ilyushin Il-14,644,CAAC,29,near Guiyang,China,A1,1973
19-JAN-1973,Douglas C-47B (DC-3),PK-EHC,Trans Nusantara,0,Pontianak-Supadi...,Indonesia,A1,1973
